Index;Date;Time;Temperature(°C);Cardio(BPM);Saturation(%SpO2);Audio(%max);Rotation(rad/s);Acceleration(m/s2)
;;;;;;;;
7663;11/04/2023;02:36:49;35.26;65.36;95;1.55;0.06;9.53
;;;;;;;;
7664;11/04/2023;02:36:51;35.22;40.14;95;1.19;0.06;9.52
;;;;;;;;
7665;11/04/2023;02:36:53;35.24;34.31;95;1.38;0.06;9.50
;;;;;;;;
7666;11/04/2023;02:36:55;35.25;50.00;95;1.51;0.06;9.49
;;;;;;;;
7667;11/04/2023;02:36:57;35.26;65.06;95;1.50;0.06;9.50
;;;;;;;;
7668;11/04/2023;02:36:59;35.26;45.97;0;1.61;0.06;9.52
;;;;;;;;
7669;11/04/2023;02:37:01;35.26;0.00;0;1.52;0.06;9.51
;;;;;;;;
7670;11/04/2023;02:37:03;35.24;23.05;0;1.68;0.06;9.50
;;;;;;;;
7671;11/04/2023;02:37:05;35.25;0.00;0;1.66;0.06;9.54
;;;;;;;;
7672;11/04/2023;02:37:07;35.25;29.33;0;1.85;0.06;9.49
;;;;;;;;
7673;11/04/2023;02:37:09;35.24;0.00;0;1.58;0.06;9.52
;;;;;;;;
7674;11/04/2023;02:37:11;35.25;22.20;0;1.72;0.06;9.49
;;;;;;;;
7675;11/04/2023;02:37:13;35.26;28.13;0;1.70;0.06;9.52
;;;;;;;;
7676;11/04/2023;02:37:15;35.25;0.00;0;1.87;0.06;9.51
;;;;;;;;
7677;11/04/2023;02:37:17;35.26;0.00;0;1.93;0.06;9.51
;;;;;;;;
7678;11/04/2023;02:37:19;35.25;18.67;0;1.77;0.06;9.53
;;;;;;;;
7679;11/04/2023;02:37:21;35.26;0.00;0;1.58;0.06;9.52
;;;;;;;;
7680;11/04/2023;02:37:23;35.26;21.60;0;1.78;0.06;9.50
;;;;;;;;
7681;11/04/2023;02:37:25;35.28;35.70;0;1.53;0.06;9.49
;;;;;;;;
7682;11/04/2023;02:37:27;35.28;0.00;0;1.91;0.06;9.52
;;;;;;;;
7683;11/04/2023;02:37:29;35.24;0.00;0;1.74;0.07;9.48
;;;;;;;;
7684;11/04/2023;02:37:31;35.25;0.00;0;1.89;0.06;9.48
;;;;;;;;
7685;11/04/2023;02:37:33;35.27;0.00;0;1.90;0.06;9.49
;;;;;;;;
7686;11/04/2023;02:37:35;35.25;9.99;0;1.78;0.06;9.51
;;;;;;;;
7687;11/04/2023;02:37:37;35.25;43.07;0;2.10;0.06;9.52
;;;;;;;;
7688;11/04/2023;02:37:39;35.27;59.01;96;1.84;0.06;9.52
;;;;;;;;
7689;11/04/2023;02:37:41;35.25;0.00;0;1.73;0.06;9.53
;;;;;;;;
7690;11/04/2023;02:37:44;35.26;0.00;0;1.71;0.06;9.50
;;;;;;;;
7691;11/04/2023;02:37:46;35.25;15.62;0;1.87;0.06;9.51
;;;;;;;;
7692;11/04/2023;02:37:48;35.26;0.00;0;1.86;0.06;9.48
;;;;;;;;
7693;11/04/2023;02:37:50;35.27;22.25;0;1.81;0.06;9.49
;;;;;;;;
7694;11/04/2023;02:37:52;35.28;41.36;0;1.63;0.06;9.53
;;;;;;;;
7695;11/04/2023;02:37:54;35.29;36.10;0;1.79;0.06;9.50
;;;;;;;;
7696;11/04/2023;02:37:56;35.27;0.00;0;1.82;0.06;9.52
;;;;;;;;
7697;11/04/2023;02:37:58;35.29;26.21;0;2.02;0.06;9.50
;;;;;;;;
7698;11/04/2023;02:38:00;35.27;0.00;0;2.03;0.06;9.50
;;;;;;;;
7699;11/04/2023;02:38:02;35.27;45.02;0;1.14;0.06;9.49
;;;;;;;;
7700;11/04/2023;02:38:04;35.28;34.99;0;1.07;0.06;9.51
;;;;;;;;
7701;11/04/2023;02:38:06;35.27;52.96;0;1.08;0.06;9.49
;;;;;;;;
7702;11/04/2023;02:38:08;35.28;31.97;95;1.27;0.06;9.51
;;;;;;;;
7703;11/04/2023;02:38:10;35.30;44.74;95;1.01;0.06;9.49
;;;;;;;;
7704;11/04/2023;02:38:12;35.30;39.97;0;1.03;0.06;9.51
;;;;;;;;
7705;11/04/2023;02:38:14;35.29;0.00;0;1.31;0.06;9.51
;;;;;;;;
7706;11/04/2023;02:38:16;35.29;50.94;0;1.05;0.06;9.51
;;;;;;;;
7707;11/04/2023;02:38:18;35.27;55.74;0;1.43;0.06;9.51
;;;;;;;;
7708;11/04/2023;02:38:20;35.30;0.00;0;1.02;0.06;9.49
;;;;;;;;
7709;11/04/2023;02:38:22;35.29;0.00;0;1.24;0.06;9.49
;;;;;;;;
7710;11/04/2023;02:38:24;35.30;17.07;0;1.27;0.06;9.49
;;;;;;;;
7711;11/04/2023;02:38:26;35.28;0.00;0;1.26;0.06;9.48
;;;;;;;;
7712;11/04/2023;02:38:28;35.31;32.88;0;1.33;0.06;9.54
;;;;;;;;
7713;11/04/2023;02:38:30;35.29;0.00;0;1.20;0.06;9.52
;;;;;;;;
7714;11/04/2023;02:38:32;35.30;21.73;0;1.36;0.06;9.51
;;;;;;;;
7715;11/04/2023;02:38:34;35.28;0.00;0;1.39;0.06;9.49
;;;;;;;;
7716;11/04/2023;02:38:36;35.29;0.00;0;1.45;0.06;9.50
;;;;;;;;
7717;11/04/2023;02:38:38;35.30;15.81;0;1.56;0.06;9.49
;;;;;;;;
7718;11/04/2023;02:38:40;35.30;28.66;0;1.35;0.06;9.49
;;;;;;;;
7719;11/04/2023;02:38:42;35.30;0.00;0;1.23;0.06;9.50
;;;;;;;;
7720;11/04/2023;02:38:44;35.29;33.33;0;1.16;0.06;9.52
;;;;;;;;
7721;11/04/2023;02:38:46;35.29;32.28;95;1.34;0.06;9.50
;;;;;;;;
7722;11/04/2023;02:38:48;35.32;0.00;0;1.47;0.06;9.50
;;;;;;;;
7723;11/04/2023;02:38:50;35.30;28.05;0;1.23;0.06;9.52
;;;;;;;;
7724;11/04/2023;02:38:52;35.30;38.96;0;1.17;0.06;9.49
;;;;;;;;
7725;11/04/2023;02:38:54;35.32;0.00;0;1.37;0.06;9.50
;;;;;;;;
7726;11/04/2023;02:38:56;35.28;0.00;0;1.30;0.06;9.49
;;;;;;;;
7727;11/04/2023;02:38:58;35.31;17.04;0;1.43;0.06;9.52
;;;;;;;;
7728;11/04/2023;02:39:00;35.31;30.15;0;1.35;0.06;9.50
;;;;;;;;
7729;11/04/2023;02:39:02;35.31;29.59;0;1.45;0.06;9.50
;;;;;;;;
7730;11/04/2023;02:39:04;35.32;42.74;0;1.36;0.06;9.49
;;;;;;;;
7731;11/04/2023;02:39:06;35.32;37.41;0;1.56;0.06;9.52
;;;;;;;;
7732;11/04/2023;02:39:08;35.32;50.02;0;1.44;0.06;9.49
;;;;;;;;
7733;11/04/2023;02:39:10;35.31;28.21;0;1.46;0.06;9.50
;;;;;;;;
7734;11/04/2023;02:39:12;35.33;0.00;0;1.45;0.06;9.54
;;;;;;;;
7735;11/04/2023;02:39:14;35.32;26.75;0;1.68;0.06;9.52
;;;;;;;;
7736;11/04/2023;02:39:16;35.33;44.24;0;1.39;0.06;9.51
;;;;;;;;
7737;11/04/2023;02:39:18;35.33;0.00;0;1.72;0.06;9.50
;;;;;;;;
7738;11/04/2023;02:39:20;35.30;0.00;0;1.57;0.06;9.50
;;;;;;;;
7739;11/04/2023;02:39:22;35.33;0.00;0;1.53;0.06;9.54
;;;;;;;;
7740;11/04/2023;02:39:24;35.32;0.00;0;1.71;0.06;9.50
;;;;;;;;
7741;11/04/2023;02:39:26;35.33;20.20;0;1.65;0.06;9.50
;;;;;;;;
7742;11/04/2023;02:39:28;35.33;0.00;0;1.41;0.06;9.51
;;;;;;;;
7743;11/04/2023;02:39:30;35.31;0.00;0;1.53;0.06;9.51
;;;;;;;;
7744;11/04/2023;02:39:32;35.32;0.00;0;1.68;0.06;9.51
;;;;;;;;
7745;11/04/2023;02:39:34;35.33;0.00;0;1.67;0.06;9.50
;;;;;;;;
7746;11/04/2023;02:39:36;35.33;9.74;0;1.74;0.06;9.47
;;;;;;;;
7747;11/04/2023;02:39:38;35.33;19.78;0;1.73;0.06;9.52
;;;;;;;;
7748;11/04/2023;02:39:40;35.32;27.26;95;1.46;0.06;9.53
;;;;;;;;
7749;11/04/2023;02:39:42;35.32;34.18;0;1.48;0.06;9.51
;;;;;;;;
7750;11/04/2023;02:39:44;35.33;0.00;0;1.34;0.06;9.51
;;;;;;;;
7751;11/04/2023;02:39:46;35.34;52.25;0;1.53;0.06;9.48
;;;;;;;;
7752;11/04/2023;02:39:48;35.33;39.25;94;1.40;0.06;9.52
;;;;;;;;
7753;11/04/2023;02:39:50;35.33;50.19;94;1.50;0.06;9.50
;;;;;;;;
7754;11/04/2023;02:39:52;35.32;37.37;96;1.33;0.06;9.50
;;;;;;;;
7755;11/04/2023;02:39:54;35.31;50.98;96;1.47;0.06;9.48
;;;;;;;;
7756;11/04/2023;02:39:56;35.33;31.10;0;1.57;0.06;9.51
;;;;;;;;
7757;11/04/2023;02:39:58;35.33;0.00;0;1.57;0.06;9.50
;;;;;;;;
7758;11/04/2023;02:40:00;35.32;27.17;0;1.58;0.06;9.47
;;;;;;;;
7759;11/04/2023;02:40:02;35.32;0.00;0;0.67;0.06;9.51
;;;;;;;;
7760;11/04/2023;02:40:04;35.32;46.49;0;0.66;0.06;9.51
;;;;;;;;
7761;11/04/2023;02:40:06;35.32;0.00;0;0.85;0.06;9.49
;;;;;;;;
7762;11/04/2023;02:40:09;35.30;42.50;0;0.79;0.06;9.51
;;;;;;;;
7763;11/04/2023;02:40:11;35.34;51.98;96;0.76;0.06;9.47
;;;;;;;;
7764;11/04/2023;02:40:13;35.34;0.00;0;0.61;0.06;9.49
;;;;;;;;
7765;11/04/2023;02:40:15;35.32;0.00;0;0.79;0.06;9.51
;;;;;;;;
7766;11/04/2023;02:40:17;35.32;0.00;0;0.88;0.06;9.48
;;;;;;;;
7767;11/04/2023;02:40:19;35.32;14.36;0;0.96;0.06;9.50
;;;;;;;;
7768;11/04/2023;02:40:21;35.34;38.01;95;0.58;0.06;9.51
;;;;;;;;
7769;11/04/2023;02:40:23;35.33;0.00;0;0.65;0.06;9.48
;;;;;;;;
7770;11/04/2023;02:40:25;35.32;0.00;0;0.82;0.06;9.48
;;;;;;;;
7771;11/04/2023;02:40:27;35.32;0.00;0;0.99;0.06;9.50
;;;;;;;;
7772;11/04/2023;02:40:29;35.34;11.75;0;0.84;0.06;9.51
;;;;;;;;
7773;11/04/2023;02:40:31;35.33;0.00;0;0.76;0.06;9.51
;;;;;;;;
7774;11/04/2023;02:40:33;35.34;0.00;0;0.82;0.06;9.51
;;;;;;;;
7775;11/04/2023;02:40:35;35.36;34.67;0;0.70;0.06;9.53
;;;;;;;;
7776;11/04/2023;02:40:37;35.34;0.00;0;0.79;0.06;9.50
;;;;;;;;
7777;11/04/2023;02:40:39;35.34;42.32;0;1.05;0.06;9.50
;;;;;;;;
7778;11/04/2023;02:40:41;35.34;55.64;95;0.80;0.06;9.51
;;;;;;;;
7779;11/04/2023;02:40:43;35.37;38.07;95;0.69;0.06;9.50
;;;;;;;;
7780;11/04/2023;02:40:45;35.36;0.00;0;0.86;0.06;9.53
;;;;;;;;
7781;11/04/2023;02:40:47;35.35;22.01;0;0.80;0.06;9.49
;;;;;;;;
7782;11/04/2023;02:40:49;35.34;37.37;96;0.67;0.06;9.50
;;;;;;;;
7783;11/04/2023;02:40:51;35.37;47.25;96;0.62;0.06;9.49
;;;;;;;;
7784;11/04/2023;02:40:53;35.35;0.00;0;0.87;0.06;9.50
;;;;;;;;
7785;11/04/2023;02:40:55;35.34;30.46;0;0.97;0.06;9.48
;;;;;;;;
7786;11/04/2023;02:40:57;35.34;0.00;0;0.97;0.06;9.49
;;;;;;;;
7787;11/04/2023;02:40:59;35.34;18.44;0;0.89;0.06;9.50
;;;;;;;;
7788;11/04/2023;02:41:01;35.36;26.81;0;0.87;0.06;9.49
;;;;;;;;
7789;11/04/2023;02:41:03;35.35;38.66;96;0.90;0.06;9.50
;;;;;;;;
7790;11/04/2023;02:41:05;35.36;0.00;0;1.05;0.06;9.50
;;;;;;;;
7791;11/04/2023;02:41:07;35.36;0.00;0;1.09;0.06;9.50
;;;;;;;;
7792;11/04/2023;02:41:09;35.36;0.00;0;1.02;0.06;9.49
;;;;;;;;
7793;11/04/2023;02:41:11;35.37;0.00;0;1.01;0.06;9.52
;;;;;;;;
7794;11/04/2023;02:41:13;35.36;0.00;0;1.04;0.06;9.50
;;;;;;;;
7795;11/04/2023;02:41:15;35.35;0.00;0;1.06;0.06;9.50
;;;;;;;;
7796;11/04/2023;02:41:17;35.37;6.70;0;1.18;0.06;9.51
;;;;;;;;
7797;11/04/2023;02:41:19;35.35;24.57;96;1.05;0.06;9.53
;;;;;;;;
7798;11/04/2023;02:41:21;35.37;0.00;0;0.95;0.06;9.52
;;;;;;;;
7799;11/04/2023;02:41:23;35.35;0.00;0;1.01;0.06;9.50
;;;;;;;;
7800;11/04/2023;02:41:25;35.38;0.00;0;1.02;0.06;9.51
;;;;;;;;
7801;11/04/2023;02:41:27;35.37;32.99;0;1.03;0.06;9.49
;;;;;;;;
7802;11/04/2023;02:41:29;35.38;31.64;95;1.18;0.06;9.49
;;;;;;;;
7803;11/04/2023;02:41:31;35.38;0.00;0;1.16;0.06;9.49
;;;;;;;;
7804;11/04/2023;02:41:33;35.38;0.00;0;1.20;0.06;9.52
;;;;;;;;
7805;11/04/2023;02:41:35;35.36;13.46;0;1.18;0.06;9.50
;;;;;;;;
7806;11/04/2023;02:41:37;35.35;21.39;0;1.14;0.06;9.52
;;;;;;;;
7807;11/04/2023;02:41:39;35.36;46.75;95;0.93;0.06;9.50
;;;;;;;;
7808;11/04/2023;02:41:41;35.36;46.75;95;0.92;0.06;9.52
;;;;;;;;
7809;11/04/2023;02:41:43;35.39;34.44;95;0.85;0.06;9.52
;;;;;;;;
7810;11/04/2023;02:41:45;35.38;55.67;0;0.98;0.06;9.48
;;;;;;;;
7811;11/04/2023;02:41:47;35.37;0.00;0;1.09;0.06;9.50
;;;;;;;;
7812;11/04/2023;02:41:49;35.37;26.95;0;1.02;0.06;9.52
;;;;;;;;
7813;11/04/2023;02:41:51;35.37;0.00;0;0.91;0.06;9.52
;;;;;;;;
7814;11/04/2023;02:41:53;35.37;42.11;0;1.04;0.06;9.48
;;;;;;;;
7815;11/04/2023;02:41:55;35.39;0.00;0;0.85;0.06;9.52
;;;;;;;;
7816;11/04/2023;02:41:57;35.37;32.67;0;1.10;0.06;9.49
;;;;;;;;
7817;11/04/2023;02:41:59;35.37;32.68;0;0.87;0.06;9.50
;;;;;;;;
7818;11/04/2023;02:42:01;35.39;31.54;0;0.70;0.06;9.51
;;;;;;;;
7819;11/04/2023;02:42:03;35.37;0.00;0;0.99;0.06;9.50
;;;;;;;;
7820;11/04/2023;02:42:05;35.39;26.61;0;0.99;0.06;9.49
;;;;;;;;
7821;11/04/2023;02:42:07;35.37;0.00;0;1.07;0.06;9.50
;;;;;;;;
7822;11/04/2023;02:42:09;35.39;0.00;0;0.95;0.06;9.52
;;;;;;;;
7823;11/04/2023;02:42:11;35.38;15.25;0;0.91;0.06;9.50
;;;;;;;;
7824;11/04/2023;02:42:13;35.37;0.00;0;1.00;0.06;9.50
;;;;;;;;
7825;11/04/2023;02:42:15;35.38;27.97;0;1.04;0.06;9.52
;;;;;;;;
7826;11/04/2023;02:42:17;35.38;0.00;0;1.09;0.06;9.50
;;;;;;;;
7827;11/04/2023;02:42:19;35.39;0.00;0;1.02;0.06;9.50
;;;;;;;;
7828;11/04/2023;02:42:21;35.39;37.04;0;0.84;0.06;9.51
;;;;;;;;
7829;11/04/2023;02:42:23;35.39;31.82;95;0.89;0.06;9.51
;;;;;;;;
7830;11/04/2023;02:42:25;35.41;47.84;95;0.87;0.06;9.48
;;;;;;;;
7831;11/04/2023;02:42:27;35.39;36.22;0;1.03;0.06;9.51
;;;;;;;;
7832;11/04/2023;02:42:29;35.39;36.36;0;0.92;0.06;9.48
;;;;;;;;
7833;11/04/2023;02:42:32;35.37;57.68;0;0.99;0.06;9.52
;;;;;;;;
7834;11/04/2023;02:42:34;35.40;0.00;0;1.09;0.06;9.52
;;;;;;;;
7835;11/04/2023;02:42:36;35.38;48.69;0;1.14;0.06;9.52
;;;;;;;;
7836;11/04/2023;02:42:38;35.40;58.74;95;1.23;0.06;9.53
;;;;;;;;
7837;11/04/2023;02:42:40;35.40;0.00;0;1.07;0.06;9.51
;;;;;;;;
7838;11/04/2023;02:42:42;35.37;18.11;0;1.02;0.06;9.51
;;;;;;;;
7839;11/04/2023;02:42:44;35.40;36.48;0;0.97;0.06;9.49
;;;;;;;;
7840;11/04/2023;02:42:46;35.42;0.00;0;0.89;0.06;9.51
;;;;;;;;
7841;11/04/2023;02:42:48;35.38;43.50;0;1.00;0.06;9.53
;;;;;;;;
7842;11/04/2023;02:42:50;35.41;38.25;96;0.82;0.06;9.53
;;;;;;;;
7843;11/04/2023;02:42:52;35.40;49.31;96;1.06;0.06;9.50
;;;;;;;;
7844;11/04/2023;02:42:54;35.41;0.00;0;0.80;0.06;9.50
;;;;;;;;
7845;11/04/2023;02:42:56;35.40;27.98;0;0.93;0.06;9.51
;;;;;;;;
7846;11/04/2023;02:42:58;35.40;0.00;0;1.27;0.06;9.51
;;;;;;;;
7847;11/04/2023;02:43:00;35.38;0.00;0;1.18;0.06;9.51
;;;;;;;;
7848;11/04/2023;02:43:02;35.40;0.00;0;1.09;0.06;9.49
;;;;;;;;
7849;11/04/2023;02:43:04;35.40;0.00;0;1.25;0.06;9.49
;;;;;;;;
7850;11/04/2023;02:43:06;35.40;9.57;0;1.25;0.06;9.50
;;;;;;;;
7851;11/04/2023;02:43:08;35.41;26.97;95;1.35;0.06;9.52
;;;;;;;;
7852;11/04/2023;02:43:10;35.41;57.35;95;1.35;0.06;9.51
;;;;;;;;
7853;11/04/2023;02:43:12;35.40;55.51;94;1.06;0.06;9.49
;;;;;;;;
7854;11/04/2023;02:43:14;35.40;0.00;0;1.29;0.06;9.49
;;;;;;;;
7855;11/04/2023;02:43:16;35.42;0.00;0;1.38;0.06;9.51
;;;;;;;;
7856;11/04/2023;02:43:18;35.41;14.88;0;1.46;0.06;9.50
;;;;;;;;
7857;11/04/2023;02:43:20;35.41;31.36;95;1.10;0.06;9.49
;;;;;;;;
7858;11/04/2023;02:43:22;35.42;52.79;95;0.97;0.06;9.50
;;;;;;;;
7859;11/04/2023;02:43:24;35.42;54.94;96;1.32;0.06;9.47
;;;;;;;;
7860;11/04/2023;02:43:26;35.42;41.27;96;1.30;0.06;9.50
;;;;;;;;
7861;11/04/2023;02:43:28;35.41;0.00;0;1.44;0.06;9.50
;;;;;;;;
7862;11/04/2023;02:43:30;35.42;26.61;0;1.23;0.06;9.51
;;;;;;;;
7863;11/04/2023;02:43:32;35.42;0.00;0;1.20;0.06;9.50
;;;;;;;;
7864;11/04/2023;02:43:34;35.41;21.87;0;1.48;0.06;9.50
;;;;;;;;
7865;11/04/2023;02:43:36;35.41;0.00;0;1.48;0.06;9.54
;;;;;;;;
7866;11/04/2023;02:43:38;35.41;26.75;0;1.59;0.06;9.52
;;;;;;;;
7867;11/04/2023;02:43:40;35.40;58.67;95;1.32;0.06;9.53
;;;;;;;;
7868;11/04/2023;02:43:42;35.41;42.41;95;1.16;0.06;9.50
;;;;;;;;
7869;11/04/2023;02:43:44;35.41;0.00;0;1.37;0.06;9.50
;;;;;;;;
7870;11/04/2023;02:43:46;35.41;39.28;0;1.36;0.06;9.51
;;;;;;;;
7871;11/04/2023;02:43:48;35.41;0.00;0;1.46;0.06;9.49
;;;;;;;;
7872;11/04/2023;02:43:50;35.40;0.00;0;1.37;0.06;9.49
;;;;;;;;
7873;11/04/2023;02:43:52;35.40;0.00;0;1.32;0.06;9.49
;;;;;;;;
7874;11/04/2023;02:43:54;35.42;13.09;0;1.34;0.06;9.50
;;;;;;;;
7875;11/04/2023;02:43:56;35.42;35.00;0;1.22;0.06;9.51
;;;;;;;;
7876;11/04/2023;02:43:58;35.42;33.96;0;1.44;0.06;9.52
;;;;;;;;
7877;11/04/2023;02:44:00;35.44;59.81;95;1.24;0.06;9.50
;;;;;;;;
7878;11/04/2023;02:44:02;35.42;39.10;95;0.91;0.06;9.51
;;;;;;;;
7879;11/04/2023;02:44:04;35.44;0.00;0;0.89;0.06;9.50
;;;;;;;;
7880;11/04/2023;02:44:06;35.43;0.00;0;1.08;0.06;9.50
;;;;;;;;
7881;11/04/2023;02:44:08;35.43;23.38;0;1.06;0.06;9.49
;;;;;;;;
7882;11/04/2023;02:44:10;35.44;46.60;93;0.99;0.07;9.50
;;;;;;;;
7883;11/04/2023;02:44:12;35.42;34.41;0;0.88;0.06;9.50
;;;;;;;;
7884;11/04/2023;02:44:14;35.44;0.00;0;0.97;0.06;9.50
;;;;;;;;
7885;11/04/2023;02:44:16;35.42;0.00;0;1.06;0.06;9.52
;;;;;;;;
7886;11/04/2023;02:44:18;35.43;19.29;0;1.06;0.06;9.51
;;;;;;;;
7887;11/04/2023;02:44:20;35.44;38.97;0;0.87;0.06;9.53
;;;;;;;;
7888;11/04/2023;02:44:22;35.44;36.06;96;0.90;0.06;9.48
;;;;;;;;
7889;11/04/2023;02:44:24;35.42;36.41;96;0.96;0.06;9.50
;;;;;;;;
7890;11/04/2023;02:44:26;35.43;0.00;0;1.05;0.06;9.50
;;;;;;;;
7891;11/04/2023;02:44:28;35.45;58.38;96;1.08;0.06;9.50
;;;;;;;;
7892;11/04/2023;02:44:30;35.43;0.00;0;0.86;0.06;9.52
;;;;;;;;
7893;11/04/2023;02:44:32;35.43;31.96;0;1.08;0.06;9.51
;;;;;;;;
7894;11/04/2023;02:44:34;35.43;0.00;0;0.94;0.06;9.49
;;;;;;;;
7895;11/04/2023;02:44:36;35.44;40.05;0;1.17;0.06;9.52
;;;;;;;;
7896;11/04/2023;02:44:38;35.42;49.83;95;1.04;0.06;9.49
;;;;;;;;
7897;11/04/2023;02:44:40;35.47;40.04;95;0.76;0.06;9.51
;;;;;;;;
7898;11/04/2023;02:44:42;35.46;0.00;0;0.87;0.06;9.48
;;;;;;;;
7899;11/04/2023;02:44:44;35.45;21.83;0;1.01;0.06;9.50
;;;;;;;;
7900;11/04/2023;02:44:46;35.43;0.00;0;1.01;0.06;9.52
;;;;;;;;
7901;11/04/2023;02:44:48;35.45;42.11;0;1.01;0.06;9.50
;;;;;;;;
7902;11/04/2023;02:44:50;35.44;0.00;0;0.96;0.06;9.52
;;;;;;;;
7903;11/04/2023;02:44:52;35.45;27.03;0;1.07;0.06;9.50
;;;;;;;;
7904;11/04/2023;02:44:55;35.46;37.27;0;1.09;0.05;9.59
;;;;;;;;
7905;11/04/2023;02:44:57;35.45;59.73;0;1.10;0.06;9.50
;;;;;;;;
7906;11/04/2023;02:44:59;35.46;38.48;95;0.87;0.06;9.50
;;;;;;;;
7907;11/04/2023;02:45:01;35.45;0.00;0;1.00;0.06;9.49
;;;;;;;;
7908;11/04/2023;02:45:03;35.45;50.06;0;1.11;0.06;9.52
;;;;;;;;
7909;11/04/2023;02:45:05;35.44;41.48;0;1.23;0.06;9.49
;;;;;;;;
7910;11/04/2023;02:45:07;35.44;65.49;96;1.29;0.06;9.52
;;;;;;;;
7911;11/04/2023;02:45:09;35.46;0.00;0;1.27;0.06;9.50
;;;;;;;;
7912;11/04/2023;02:45:11;35.47;41.94;0;1.32;0.06;9.53
;;;;;;;;
7913;11/04/2023;02:45:13;35.47;55.96;95;1.05;0.06;9.54
;;;;;;;;
7914;11/04/2023;02:45:15;35.47;38.99;95;1.02;0.06;9.48
;;;;;;;;
7915;11/04/2023;02:45:17;35.46;38.10;0;1.36;0.06;9.49
;;;;;;;;
7916;11/04/2023;02:45:19;35.45;71.67;96;1.25;0.06;9.52
;;;;;;;;
7917;11/04/2023;02:45:21;35.46;0.00;0;1.18;0.06;9.49
;;;;;;;;
7918;11/04/2023;02:45:23;35.46;23.63;0;1.22;0.06;9.50
;;;;;;;;
7919;11/04/2023;02:45:25;35.46;0.00;0;1.22;0.06;9.49
;;;;;;;;
7920;11/04/2023;02:45:27;35.45;39.22;0;1.38;0.06;9.49
;;;;;;;;
7921;11/04/2023;02:45:29;35.46;0.00;0;1.38;0.06;9.49
;;;;;;;;
7922;11/04/2023;02:45:31;35.47;57.80;0;1.05;0.06;9.49
;;;;;;;;
7923;11/04/2023;02:45:33;35.47;42.07;95;1.06;0.06;9.54
;;;;;;;;
7924;11/04/2023;02:45:35;35.46;0.00;0;1.27;0.06;9.48
;;;;;;;;
7925;11/04/2023;02:45:37;35.48;21.11;0;1.50;0.06;9.52
;;;;;;;;
7926;11/04/2023;02:45:39;35.47;36.16;0;1.31;0.06;9.50
;;;;;;;;
7927;11/04/2023;02:45:41;35.48;28.21;0;1.13;0.06;9.48
;;;;;;;;
7928;11/04/2023;02:45:43;35.47;42.96;0;1.13;0.06;9.51
;;;;;;;;
7929;11/04/2023;02:45:45;35.46;51.37;0;1.26;0.06;9.50
;;;;;;;;
7930;11/04/2023;02:45:47;35.48;64.78;95;1.17;0.06;9.52
;;;;;;;;
7931;11/04/2023;02:45:49;35.46;0.00;0;1.22;0.06;9.51
;;;;;;;;
7932;11/04/2023;02:45:51;35.47;0.00;0;1.17;0.06;9.51
;;;;;;;;
7933;11/04/2023;02:45:53;35.47;0.00;0;1.37;0.06;9.51
;;;;;;;;
7934;11/04/2023;02:45:55;35.48;12.05;0;1.46;0.06;9.51
;;;;;;;;
7935;11/04/2023;02:45:57;35.46;36.18;95;1.32;0.06;9.49
;;;;;;;;
7936;11/04/2023;02:45:59;35.48;36.48;95;1.22;0.07;9.49
;;;;;;;;
7937;11/04/2023;02:46:01;35.47;41.29;0;0.99;0.06;9.50
;;;;;;;;
7938;11/04/2023;02:46:03;35.48;0.00;0;1.09;0.06;9.49
;;;;;;;;
7939;11/04/2023;02:46:05;35.45;0.00;0;1.14;0.06;9.49
;;;;;;;;
7940;11/04/2023;02:46:07;35.49;17.53;0;1.31;0.06;9.53
;;;;;;;;
7941;11/04/2023;02:46:09;35.49;27.86;0;1.07;0.06;9.52
;;;;;;;;
7942;11/04/2023;02:46:11;35.46;28.58;95;0.97;0.06;9.51
;;;;;;;;
7943;11/04/2023;02:46:13;35.47;31.43;95;1.16;0.06;9.49
;;;;;;;;
7944;11/04/2023;02:46:15;35.47;0.00;0;1.19;0.06;9.51
;;;;;;;;
7945;11/04/2023;02:46:17;35.47;0.00;0;1.35;0.06;9.51
;;;;;;;;
7946;11/04/2023;02:46:19;35.47;13.04;0;1.13;0.06;9.51
;;;;;;;;
7947;11/04/2023;02:46:21;35.48;0.00;0;0.97;0.06;9.50
;;;;;;;;
7948;11/04/2023;02:46:23;35.50;0.00;0;1.40;0.06;9.52
;;;;;;;;
7949;11/04/2023;02:46:25;35.48;0.00;0;1.25;0.06;9.51
;;;;;;;;
7950;11/04/2023;02:46:27;35.46;13.78;0;1.33;0.06;9.50
;;;;;;;;
7951;11/04/2023;02:46:29;35.49;21.53;0;1.12;0.06;9.47
;;;;;;;;
7952;11/04/2023;02:46:31;35.48;35.84;0;1.24;0.06;9.51
;;;;;;;;
7953;11/04/2023;02:46:33;35.48;0.00;0;1.09;0.06;9.51
;;;;;;;;
7954;11/04/2023;02:46:35;35.48;34.53;0;1.20;0.06;9.50
;;;;;;;;
7955;11/04/2023;02:46:37;35.47;0.00;0;1.45;0.06;9.49
;;;;;;;;
7956;11/04/2023;02:46:39;35.47;22.54;0;1.17;0.06;9.48
;;;;;;;;
7957;11/04/2023;02:46:41;35.49;0.00;0;1.14;0.06;9.51
;;;;;;;;
7958;11/04/2023;02:46:43;35.50;21.51;0;1.35;0.06;9.50
;;;;;;;;
